time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2020-07-01 14:05:04.809 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,157523976,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:06:04.811 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,157524008,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:07:04.811 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,164426872,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:08:04.811 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,165577464,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:09:04.813 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,167590760,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:10:04.816 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,167590792,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:11:04.825 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,167842480,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:12:04.825 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,168094168,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:13:04.826 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,170107464,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:14:04.826 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,172120760,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:15:04.827 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,172120792,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:16:04.827 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,172120824,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:17:04.828 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,172120856,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:18:04.830 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,174134152,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:19:04.834 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,178160736,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:20:04.834 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,178160768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:21:04.836 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,180174064,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:22:04.836 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,180174096,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:23:04.837 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,180425896,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:24:04.838 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,180677584,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:25:04.839 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,182690880,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:26:04.839 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,184704176,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:27:04.839 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,184704208,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:28:04.843 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,186717504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:29:04.844 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,186717536,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:30:04.845 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,186717568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:31:04.846 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,190744152,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:32:04.846 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,192757464,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:33:04.847 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,192757496,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:34:04.848 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,195022608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2020-07-01 14:35:04.849 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,3295613,4480,147504,1792, ,16, , , , , , , , , , , ,16,16, , , ,2,1,29, , , , , , , , , , , , , , , , ,148511,8, ,146650, , , , , ,50,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593607923762, , , , , , ,0, , , , , , , ,1593607930897,116, , , , ,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,197287672,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
